298,bringen,BÜNDNIS 90/DIE GRÜNEN,484
299,bringen,DIE LINKE,403
300,setzen,CDU/CSU,3652
301,setzen,SPD,3054
302,setzen,FDP,1816
303,setzen,BÜNDNIS 90/DIE GRÜNEN,2009
304,setzen,DIE LINKE,1721
305,Haus,CDU/CSU,3372
306,Haus,SPD,2767
307,Haus,FDP,1701
308,Haus,BÜNDNIS 90/DIE GRÜNEN,1415
309,Haus,DIE LINKE,1040
310,gehören,CDU/CSU,325
311,gehören,SPD,251
312,gehören,FDP,174
313,gehören,BÜNDNIS 90/DIE GRÜNEN,121
314,gehören,DIE LINKE,156
315,Million,CDU/CSU,1920
316,Million,SPD,1458
317,Million,FDP,756
318,Million,BÜNDNIS 90/DIE GRÜNEN,671
319,Million,DIE LINKE,1006
320,heißen,CDU/CSU,71
321,heißen,SPD,66
322,heißen,FDP,21
323,heißen,BÜNDNIS 90/DIE GRÜNEN,48
324,heißen,DIE LINKE,50
325,Stelle,CDU/CSU,1944
326,Stelle,SPD,1449
327,Stelle,FDP,1015
328,Stelle,BÜNDNIS 90/DIE GRÜNEN,740
329,Stelle,DIE LINKE,563
330,Bundestag,CDU/CSU,1531
331,Bundestag,SPD,1754
332,Bundestag,FDP,855
333,Bundestag,BÜNDNIS 90/DIE GRÜNEN,756
334,Bundestag,DIE LINKE,748
335,Europa,CDU/CSU,1825
336,Europa,SPD,1532
337,Europa,FDP,692
338,Europa,BÜNDNIS 90/DIE GRÜNEN,750
339,Europa,DIE LINKE,597
340,Arbeit,CDU/CSU,5672
341,Arbeit,SPD,4558
342,Arbeit,FDP,2628
343,Arbeit,BÜNDNIS 90/DIE GRÜNEN,1704
344,Arbeit,DIE LINKE,2711
345,reden,CDU/CSU,1052
346,reden,SPD,1094
347,reden,FDP,468
348,reden,BÜNDNIS 90/DIE GRÜNEN,637
349,reden,DIE LINKE,475
350,gelten,CDU/CSU,480
351,gelten,SPD,342
352,gelten,FDP,218
353,gelten,BÜNDNIS 90/DIE GRÜNEN,216
354,gelten,DIE LINKE,238
355,Ziel,CDU/CSU,2092
356,Ziel,SPD,1146
357,Ziel,FDP,1006
358,Ziel,BÜNDNIS 90/DIE GRÜNEN,719
359,Ziel,DIE LINKE,508
360,Gesetz,CDU/CSU,3607
361,Gesetz,SPD,3323
362,Gesetz,FDP,1763
363,Gesetz,BÜNDNIS 90/DIE GRÜNEN,1836
364,Gesetz,DIE LINKE,1792
365,fordern,CDU/CSU,876
366,fordern,SPD,822
367,fordern,FDP,508
368,fordern,BÜNDNIS 90/DIE GRÜNEN,551
369,fordern,DIE LINKE,621
370,Recht,CDU/CSU,3130
371,Recht,SPD,2218
372,Recht,FDP,1564
373,Recht,BÜNDNIS 90/DIE GRÜNEN,1667
374,Recht,DIE LINKE,1423
375,Grund,CDU/CSU,3115
376,Grund,SPD,1943
377,Grund,FDP,1251
378,Grund,BÜNDNIS 90/DIE GRÜNEN,1267
379,Grund,DIE LINKE,1263
380,möglich,CDU/CSU,2806
381,möglich,SPD,1924
382,möglich,FDP,1341
383,möglich,BÜNDNIS 90/DIE GRÜNEN,1086
384,möglich,DIE LINKE,1010
385,Milliarde,CDU/CSU,1552
386,Milliarde,SPD,1515
387,Milliarde,FDP,801
388,Milliarde,BÜNDNIS 90/DIE GRÜNEN,822
389,Milliarde,DIE LINKE,1028
390,Zahl,CDU/CSU,1536
391,Zahl,SPD,1054
392,Zahl,FDP,706
393,Zahl,BÜNDNIS 90/DIE GRÜNEN,598
394,Zahl,DIE LINKE,686
395,fragen,CDU/CSU,666
396,fragen,SPD,642
397,fragen,FDP,322
398,fragen,BÜNDNIS 90/DIE GRÜNEN,468
399,fragen,DIE LINKE,345
400,Gesetzentwurf,CDU/CSU,1175
401,Gesetzentwurf,SPD,1180
402,Gesetzentwurf,FDP,565
403,Gesetzentwurf,BÜNDNIS 90/DIE GRÜNEN,761
404,Gesetzentwurf,DIE LINKE,750
405,erreichen,CDU/CSU,807
406,erreichen,SPD,456
407,erreichen,FDP,366
408,erreichen,BÜNDNIS 90/DIE GRÜNEN,292
409,erreichen,DIE LINKE,236
410,Geld,CDU/CSU,1425
411,Geld,SPD,1428
412,Geld,FDP,840
413,Geld,BÜNDNIS 90/DIE GRÜNEN,783
414,Geld,DIE LINKE,1113
415,Entwicklung,CDU/CSU,2106
416,Entwicklung,SPD,1369
417,Entwicklung,FDP,945
418,Entwicklung,BÜNDNIS 90/DIE GRÜNEN,647
419,Entwicklung,DIE LINKE,737
420,politisch,CDU/CSU,2469
421,politisch,SPD,2000
422,politisch,FDP,1227
423,politisch,BÜNDNIS 90/DIE GRÜNEN,1197
424,politisch,DIE LINKE,1021
425,notwendig,CDU/CSU,1286
426,notwendig,SPD,997
427,notwendig,FDP,517
428,notwendig,BÜNDNIS 90/DIE GRÜNEN,554
429,notwendig,DIE LINKE,428
430,denken,CDU/CSU,785
431,denken,SPD,609
432,denken,FDP,469
433,denken,BÜNDNIS 90/DIE GRÜNEN,364
434,denken,DIE LINKE,396
435,sozial,CDU/CSU,1626
436,sozial,SPD,1375
437,sozial,FDP,783
438,sozial,BÜNDNIS 90/DIE GRÜNEN,707
439,sozial,DIE LINKE,1234
440,Staat,CDU/CSU,2775
441,Staat,SPD,2230
442,Staat,FDP,1221
443,Staat,BÜNDNIS 90/DIE GRÜNEN,1245
444,Staat,DIE LINKE,1274
445,Kind,CDU/CSU,2695
446,Kind,SPD,2139
447,Kind,FDP,1135
448,Kind,BÜNDNIS 90/DIE GRÜNEN,1099
449,Kind,DIE LINKE,1344
450,Situation,CDU/CSU,1054
451,Situation,SPD,854
452,Situation,FDP,584
453,Situation,BÜNDNIS 90/DIE GRÜNEN,392
454,Situation,DIE LINKE,478
455,Verantwortung,CDU/CSU,1378
456,Verantwortung,SPD,842
457,Verantwortung,FDP,699
458,Verantwortung,BÜNDNIS 90/DIE GRÜNEN,432
459,Verantwortung,DIE LINKE,349
460,Zukunft,CDU/CSU,1742
461,Zukunft,SPD,1006
462,Zukunft,FDP,671
463,Zukunft,BÜNDNIS 90/DIE GRÜNEN,555
464,Zukunft,DIE LINKE,424
465,Entscheidung,CDU/CSU,1208
466,Entscheidung,SPD,755
467,Entscheidung,FDP,535
468,Entscheidung,BÜNDNIS 90/DIE GRÜNEN,459
469,Entscheidung,DIE LINKE,351
470,Vorschlag,CDU/CSU,500
471,Vorschlag,SPD,577
472,Vorschlag,FDP,255
473,Vorschlag,BÜNDNIS 90/DIE GRÜNEN,364
474,Vorschlag,DIE LINKE,272
475,Rede,CDU/CSU,1079
476,Rede,SPD,1200
477,Rede,FDP,542
478,Rede,BÜNDNIS 90/DIE GRÜNEN,568
479,Rede,DIE LINKE,415
480,bekommen,CDU/CSU,806
481,bekommen,SPD,932
482,bekommen,FDP,448
483,bekommen,BÜNDNIS 90/DIE GRÜNEN,489
484,bekommen,DIE LINKE,506
485,Teil,CDU/CSU,1557
486,Teil,SPD,1333
487,Teil,FDP,795
488,Teil,BÜNDNIS 90/DIE GRÜNEN,704
489,Teil,DIE LINKE,682
490,leisten,CDU/CSU,963
491,leisten,SPD,569
492,leisten,FDP,420
493,leisten,BÜNDNIS 90/DIE GRÜNEN,293
494,leisten,DIE LINKE,347
495,falsch,CDU/CSU,922
496,falsch,SPD,775
497,falsch,FDP,544
498,falsch,BÜNDNIS 90/DIE GRÜNEN,535
499,falsch,DIE LINKE,461
500,stark,CDU/CSU,698
501,stark,SPD,479
502,stark,FDP,331
503,stark,BÜNDNIS 90/DIE GRÜNEN,285
504,stark,DIE LINKE,214
505,hören,CDU/CSU,828
506,hören,SPD,800
507,hören,FDP,430
508,hören,BÜNDNIS 90/DIE GRÜNEN,407
509,hören,DIE LINKE,457
510,Tag,CDU/CSU,1368
511,Tag,SPD,1151
512,Tag,FDP,515
513,Tag,BÜNDNIS 90/DIE GRÜNEN,632
514,Tag,DIE LINKE,569
515,Aufgabe,CDU/CSU,1300
516,Aufgabe,SPD,823
517,Aufgabe,FDP,538
518,Aufgabe,BÜNDNIS 90/DIE GRÜNEN,435
519,Aufgabe,DIE LINKE,326
520,stimmen,CDU/CSU,667
521,stimmen,SPD,708
522,stimmen,FDP,332
523,stimmen,BÜNDNIS 90/DIE GRÜNEN,507
524,stimmen,DIE LINKE,480
525,nennen,CDU/CSU,395
526,nennen,SPD,417
527,nennen,FDP,182
528,nennen,BÜNDNIS 90/DIE GRÜNEN,223
529,nennen,DIE LINKE,234
530,diskutieren,CDU/CSU,708
531,diskutieren,SPD,496
532,diskutieren,FDP,249
533,diskutieren,BÜNDNIS 90/DIE GRÜNEN,264
534,diskutieren,DIE LINKE,181
535,Haushalt,CDU/CSU,2019
536,Haushalt,SPD,1665
537,Haushalt,FDP,1061
538,Haushalt,BÜNDNIS 90/DIE GRÜNEN,841
539,Haushalt,DIE LINKE,647
540,Maßnahme,CDU/CSU,1301
541,Maßnahme,SPD,830
542,Maßnahme,FDP,530
543,Maßnahme,BÜNDNIS 90/DIE GRÜNEN,520
544,Maßnahme,DIE LINKE,389
545,Mittel,CDU/CSU,1554
546,Mittel,SPD,1406
547,Mittel,FDP,751
548,Mittel,BÜNDNIS 90/DIE GRÜNEN,644
549,Mittel,DIE LINKE,627
550,unterstützen,CDU/CSU,654
551,unterstützen,SPD,491
552,unterstützen,FDP,339
553,unterstützen,BÜNDNIS 90/DIE GRÜNEN,264
554,unterstützen,DIE LINKE,290
555,Rahmen,CDU/CSU,1319
556,Rahmen,SPD,817
557,Rahmen,FDP,633
558,Rahmen,BÜNDNIS 90/DIE GRÜNEN,464
559,Rahmen,DIE LINKE,355
560,Ergebnis,CDU/CSU,1056
561,Ergebnis,SPD,746
562,Ergebnis,FDP,501
563,Ergebnis,BÜNDNIS 90/DIE GRÜNEN,351
564,Ergebnis,DIE LINKE,356
565,beschließen,CDU/CSU,189
566,beschließen,SPD,137
567,beschließen,FDP,59
568,beschließen,BÜNDNIS 90/DIE GRÜNEN,70
569,beschließen,DIE LINKE,95
570,Union,CDU/CSU,1318
571,Union,SPD,1041
572,Union,FDP,364
573,Union,BÜNDNIS 90/DIE GRÜNEN,566
574,Union,DIE LINKE,439
575,zweit,CDU/CSU,725
576,zweit,SPD,632
577,zweit,FDP,316
578,zweit,BÜNDNIS 90/DIE GRÜNEN,367
579,zweit,DIE LINKE,349
580,handeln,CDU/CSU,530
581,handeln,SPD,478
582,handeln,FDP,232
583,handeln,BÜNDNIS 90/DIE GRÜNEN,274
584,handeln,DIE LINKE,216
585,Parlament,CDU/CSU,1245
586,Parlament,SPD,1327
587,Parlament,FDP,552
588,Parlament,BÜNDNIS 90/DIE GRÜNEN,641
589,Parlament,DIE LINKE,559
590,international,CDU/CSU,1083
591,international,SPD,866
592,international,FDP,465
593,international,BÜNDNIS 90/DIE GRÜNEN,465
594,international,DIE LINKE,311
595,Bürger,CDU/CSU,1939
596,Bürger,SPD,1453
597,Bürger,FDP,1054
598,Bürger,BÜNDNIS 90/DIE GRÜNEN,1046
599,Bürger,DIE LINKE,1212
600,Möglichkeit,CDU/CSU,1126
601,Möglichkeit,SPD,736
602,Möglichkeit,FDP,512
603,Möglichkeit,BÜNDNIS 90/DIE GRÜNEN,413
604,Möglichkeit,DIE LINKE,335
605,erhalten,CDU/CSU,1168
606,erhalten,SPD,851
607,erhalten,FDP,555
608,erhalten,BÜNDNIS 90/DIE GRÜNEN,475
609,erhalten,DIE LINKE,514
610,endlich,CDU/CSU,1113
611,endlich,SPD,1475
612,endlich,FDP,527
613,endlich,BÜNDNIS 90/DIE GRÜNEN,1057
614,endlich,DIE LINKE,1250
615,Woche,CDU/CSU,1022
616,Woche,SPD,934
617,Woche,FDP,383
618,Woche,BÜNDNIS 90/DIE GRÜNEN,454
619,Woche,DIE LINKE,445
620,Chance,CDU/CSU,907
621,Chance,SPD,796
622,Chance,FDP,467
623,Chance,BÜNDNIS 90/DIE GRÜNEN,356
624,Chance,DIE LINKE,279
625,Wirtschaft,CDU/CSU,1969
626,Wirtschaft,SPD,1184
627,Wirtschaft,FDP,813
628,Wirtschaft,BÜNDNIS 90/DIE GRÜNEN,723
629,Wirtschaft,DIE LINKE,696
630,öffentlich,CDU/CSU,966
631,öffentlich,SPD,903
632,öffentlich,FDP,437
633,öffentlich,BÜNDNIS 90/DIE GRÜNEN,521
634,öffentlich,DIE LINKE,789
635,Unternehmen,CDU/CSU,1455
636,Unternehmen,SPD,1029
637,Unternehmen,FDP,885
638,Unternehmen,BÜNDNIS 90/DIE GRÜNEN,549
639,Unternehmen,DIE LINKE,659
640,lang,CDU/CSU,2500
641,lang,SPD,2221
642,lang,FDP,1260
643,lang,BÜNDNIS 90/DIE GRÜNEN,1364
644,lang,DIE LINKE,1260
645,bestehen,CDU/CSU,578
646,bestehen,SPD,316
647,bestehen,FDP,287
648,bestehen,BÜNDNIS 90/DIE GRÜNEN,202
649,bestehen,DIE LINKE,191
650,nein,CDU/CSU,678
651,nein,SPD,584
652,nein,FDP,327
653,nein,BÜNDNIS 90/DIE GRÜNEN,232
654,nein,DIE LINKE,310
655,verstehen,CDU/CSU,296
656,verstehen,SPD,308
657,verstehen,FDP,167
658,verstehen,BÜNDNIS 90/DIE GRÜNEN,169
659,verstehen,DIE LINKE,112
660,Seite,CDU/CSU,1179
661,Seite,SPD,906
662,Seite,FDP,455
663,Seite,BÜNDNIS 90/DIE GRÜNEN,416
664,Seite,DIE LINKE,422
665,sorgen,CDU/CSU,685
666,sorgen,SPD,547
667,sorgen,FDP,418
668,sorgen,BÜNDNIS 90/DIE GRÜNEN,267
669,sorgen,DIE LINKE,214
670,herzlich,CDU/CSU,439
671,herzlich,SPD,200
672,herzlich,FDP,181
673,herzlich,BÜNDNIS 90/DIE GRÜNEN,66
674,herzlich,DIE LINKE,45
675,arbeiten,CDU/CSU,1098
676,arbeiten,SPD,815
677,arbeiten,FDP,606
678,arbeiten,BÜNDNIS 90/DIE GRÜNEN,345
679,arbeiten,DIE LINKE,438
680,Interesse,CDU/CSU,1116
681,Interesse,SPD,699
682,Interesse,FDP,545
683,Interesse,BÜNDNIS 90/DIE GRÜNEN,435
684,Interesse,DIE LINKE,494
685,Regelung,CDU/CSU,1183
686,Regelung,SPD,941
687,Regelung,FDP,457
688,Regelung,BÜNDNIS 90/DIE GRÜNEN,520
689,Regelung,DIE LINKE,427
690,EU,CDU/CSU,1456
691,EU,SPD,964
692,EU,FDP,684
693,EU,BÜNDNIS 90/DIE GRÜNEN,961
694,EU,DIE LINKE,997
695,bitten,CDU/CSU,106
696,bitten,SPD,104
697,bitten,FDP,40
698,bitten,BÜNDNIS 90/DIE GRÜNEN,50
699,bitten,DIE LINKE,55
700,tragen,CDU/CSU,1771
701,tragen,SPD,1201
702,tragen,FDP,811
703,tragen,BÜNDNIS 90/DIE GRÜNEN,669
704,tragen,DIE LINKE,613
705,Ausschuß,CDU/CSU,0
706,Ausschuß,SPD,0
707,Ausschuß,FDP,0
708,Ausschuß,BÜNDNIS 90/DIE GRÜNEN,0
709,Ausschuß,DIE LINKE,0
710,treffen,CDU/CSU,587
711,treffen,SPD,421
712,treffen,FDP,235
713,treffen,BÜNDNIS 90/DIE GRÜNEN,237
714,treffen,DIE LINKE,198
715,Bund,CDU/CSU,10396
716,Bund,SPD,10445
717,Bund,FDP,5223
718,Bund,BÜNDNIS 90/DIE GRÜNEN,6067
719,Bund,DIE LINKE,6004
720,Ding,CDU/CSU,912
721,Ding,SPD,776
722,Ding,FDP,382
723,Ding,BÜNDNIS 90/DIE GRÜNEN,241
724,Ding,DIE LINKE,275
725,vorlegen,CDU/CSU,173
726,vorlegen,SPD,197
727,vorlegen,FDP,98
728,vorlegen,BÜNDNIS 90/DIE GRÜNEN,107
729,vorlegen,DIE LINKE,64
730,helfen,CDU/CSU,528
731,helfen,SPD,329
732,helfen,FDP,210
733,helfen,BÜNDNIS 90/DIE GRÜNEN,178
734,helfen,DIE LINKE,145
735,Welt,CDU/CSU,1532
736,Welt,SPD,816
737,Welt,FDP,580
738,Welt,BÜNDNIS 90/DIE GRÜNEN,445
739,Welt,DIE LINKE,557
740,entscheiden,CDU/CSU,1020
741,entscheiden,SPD,648
742,entscheiden,FDP,443
743,entscheiden,BÜNDNIS 90/DIE GRÜNEN,380
744,entscheiden,DIE LINKE,321
745,Zusammenhang,CDU/CSU,788
746,Zusammenhang,SPD,533
747,Zusammenhang,FDP,314
748,Zusammenhang,BÜNDNIS 90/DIE GRÜNEN,292
749,Zusammenhang,DIE LINKE,266
750,Beitrag,CDU/CSU,1045
751,Beitrag,SPD,539
752,Beitrag,FDP,463
753,Beitrag,BÜNDNIS 90/DIE GRÜNEN,242
754,Beitrag,DIE LINKE,288
755,Präsidentin,CDU/CSU,895
756,Präsidentin,SPD,699
757,Präsidentin,FDP,496
758,Präsidentin,BÜNDNIS 90/DIE GRÜNEN,458
759,Präsidentin,DIE LINKE,481
760,Antwort,CDU/CSU,439
761,Antwort,SPD,800
762,Antwort,FDP,229
