Mensch,"BÜNDNIS 90/DIE GRÜNEN",2326
Mensch,"DIE LINKE",3225
Fraktion,CDU/CSU,1461
Fraktion,SPD,1362
Fraktion,FDP,948
Fraktion,"BÜNDNIS 90/DIE GRÜNEN",695
Fraktion,"DIE LINKE",710
groß,CDU/CSU,2697
groß,SPD,1920
groß,FDP,1110
groß,"BÜNDNIS 90/DIE GRÜNEN",1125
groß,"DIE LINKE",1045
deutsch,CDU/CSU,2594
deutsch,SPD,1847
deutsch,FDP,1171
deutsch,"BÜNDNIS 90/DIE GRÜNEN",1158
deutsch,"DIE LINKE",1318
wissen,CDU/CSU,2091
wissen,SPD,2062
wissen,FDP,1134
wissen,"BÜNDNIS 90/DIE GRÜNEN",1178
wissen,"DIE LINKE",965
tun,CDU/CSU,16146
tun,SPD,12035
tun,FDP,7906
tun,"BÜNDNIS 90/DIE GRÜNEN",6845
tun,"DIE LINKE",6747
stehen,CDU/CSU,2938
stehen,SPD,2069
stehen,FDP,1337
stehen,"BÜNDNIS 90/DIE GRÜNEN",1223
stehen,"DIE LINKE",936
Euro,CDU/CSU,7544
Euro,SPD,6141
Euro,FDP,3187
Euro,"BÜNDNIS 90/DIE GRÜNEN",3043
Euro,"DIE LINKE",3639
Antrag,CDU/CSU,3568
Antrag,SPD,2391
Antrag,FDP,1924
Antrag,"BÜNDNIS 90/DIE GRÜNEN",1451
Antrag,"DIE LINKE",1568
stellen,CDU/CSU,3371
stellen,SPD,2483
stellen,FDP,1595
stellen,"BÜNDNIS 90/DIE GRÜNEN",1392
stellen,"DIE LINKE",1181
richtig,CDU/CSU,3244
richtig,SPD,1831
richtig,FDP,1478
richtig,"BÜNDNIS 90/DIE GRÜNEN",1093
richtig,"DIE LINKE",765
Wort,CDU/CSU,682
Wort,SPD,806
Wort,FDP,388
Wort,"BÜNDNIS 90/DIE GRÜNEN",409
Wort,"DIE LINKE",345
finden,CDU/CSU,1184
finden,SPD,1020
finden,FDP,585
finden,"BÜNDNIS 90/DIE GRÜNEN",611
finden,"DIE LINKE",543
mögen,CDU/CSU,274
mögen,SPD,246
mögen,FDP,185
mögen,"BÜNDNIS 90/DIE GRÜNEN",136
mögen,"DIE LINKE",386
dürfen,CDU/CSU,923
dürfen,SPD,598
dürfen,FDP,402
dürfen,"BÜNDNIS 90/DIE GRÜNEN",349
dürfen,"DIE LINKE",376
sehen,CDU/CSU,2404
sehen,SPD,1960
sehen,FDP,1219
sehen,"BÜNDNIS 90/DIE GRÜNEN",1129
sehen,"DIE LINKE",877
brauchen,CDU/CSU,1605
brauchen,SPD,1904
brauchen,FDP,721
brauchen,"BÜNDNIS 90/DIE GRÜNEN",998
brauchen,"DIE LINKE",1010
gerade,CDU/CSU,1967
gerade,SPD,1555
gerade,FDP,992
gerade,"BÜNDNIS 90/DIE GRÜNEN",988
gerade,"DIE LINKE",804
Thema,CDU/CSU,2581
Thema,SPD,1938
Thema,FDP,1134
Thema,"BÜNDNIS 90/DIE GRÜNEN",909
Thema,"DIE LINKE",582
lassen,CDU/CSU,2209
lassen,SPD,1893
lassen,FDP,1091
lassen,"BÜNDNIS 90/DIE GRÜNEN",1045
lassen,"DIE LINKE",1009
Präsident,CDU/CSU,2491
Präsident,SPD,1953
Präsident,FDP,1333
Präsident,"BÜNDNIS 90/DIE GRÜNEN",1249
Präsident,"DIE LINKE",1329
genau,CDU/CSU,1742
genau,SPD,1551
genau,FDP,1062
genau,"BÜNDNIS 90/DIE GRÜNEN",800
genau,"DIE LINKE",792
Prozent,CDU/CSU,3258
Prozent,SPD,2015
Prozent,FDP,1307
Prozent,"BÜNDNIS 90/DIE GRÜNEN",1262
Prozent,"DIE LINKE",1789
Beispiel,CDU/CSU,1951
Beispiel,SPD,1726
Beispiel,FDP,954
Beispiel,"BÜNDNIS 90/DIE GRÜNEN",1022
Beispiel,"DIE LINKE",1130
glauben,CDU/CSU,270
glauben,SPD,347
glauben,FDP,150
glauben,"BÜNDNIS 90/DIE GRÜNEN",182
glauben,"DIE LINKE",157
führen,CDU/CSU,2194
führen,SPD,1474
führen,FDP,955
führen,"BÜNDNIS 90/DIE GRÜNEN",766
führen,"DIE LINKE",714
deutlich,CDU/CSU,2287
deutlich,SPD,1697
deutlich,FDP,1296
deutlich,"BÜNDNIS 90/DIE GRÜNEN",720
deutlich,"DIE LINKE",772
europäisch,CDU/CSU,1570
europäisch,SPD,1240
europäisch,FDP,688
europäisch,"BÜNDNIS 90/DIE GRÜNEN",696
europäisch,"DIE LINKE",464
sprechen,CDU/CSU,2643
sprechen,SPD,2155
sprechen,FDP,1180
sprechen,"BÜNDNIS 90/DIE GRÜNEN",979
sprechen,"DIE LINKE",883
Weg,CDU/CSU,2657
Weg,SPD,1355
Weg,FDP,1259
Weg,"BÜNDNIS 90/DIE GRÜNEN",649
Weg,"DIE LINKE",577
hoch,CDU/CSU,591
hoch,SPD,488
hoch,FDP,315
hoch,"BÜNDNIS 90/DIE GRÜNEN",276
hoch,"DIE LINKE",278
Bereich,CDU/CSU,2402
Bereich,SPD,1608
Bereich,FDP,981
Bereich,"BÜNDNIS 90/DIE GRÜNEN",639
Bereich,"DIE LINKE",529
Problem,CDU/CSU,1764
Problem,SPD,1556
Problem,FDP,1146
Problem,"BÜNDNIS 90/DIE GRÜNEN",1109
Problem,"DIE LINKE",1110
Zeit,CDU/CSU,2923
Zeit,SPD,2230
Zeit,FDP,1452
Zeit,"BÜNDNIS 90/DIE GRÜNEN",1128
Zeit,"DIE LINKE",977
gemeinsam,CDU/CSU,1875
gemeinsam,SPD,1448
gemeinsam,FDP,764
gemeinsam,"BÜNDNIS 90/DIE GRÜNEN",733
gemeinsam,"DIE LINKE",442
bleiben,CDU/CSU,762
bleiben,SPD,658
bleiben,FDP,403
bleiben,"BÜNDNIS 90/DIE GRÜNEN",341
bleiben,"DIE LINKE",378
Fall,CDU/CSU,1205
Fall,SPD,848
Fall,FDP,600
Fall,"BÜNDNIS 90/DIE GRÜNEN",493
Fall,"DIE LINKE",531
schaffen,CDU/CSU,1594
schaffen,SPD,1090
schaffen,FDP,805
schaffen,"BÜNDNIS 90/DIE GRÜNEN",683
schaffen,"DIE LINKE",513
Regierung,CDU/CSU,1911
Regierung,SPD,2524
Regierung,FDP,1227
Regierung,"BÜNDNIS 90/DIE GRÜNEN",1133
Regierung,"DIE LINKE",1221
liegen,CDU/CSU,1685
liegen,SPD,1085
liegen,FDP,838
liegen,"BÜNDNIS 90/DIE GRÜNEN",594
liegen,"DIE LINKE",721
halten,CDU/CSU,3428
halten,SPD,2669
halten,FDP,1695
halten,"BÜNDNIS 90/DIE GRÜNEN",1470
halten,"DIE LINKE",1419
schön,CDU/CSU,759
schön,SPD,649
schön,FDP,321
schön,"BÜNDNIS 90/DIE GRÜNEN",451
schön,"DIE LINKE",452
Koalition,CDU/CSU,2165
Koalition,SPD,2191
Koalition,FDP,1739
Koalition,"BÜNDNIS 90/DIE GRÜNEN",1192
Koalition,"DIE LINKE",705
Punkt,CDU/CSU,1825
Punkt,SPD,1470
Punkt,FDP,825
Punkt,"BÜNDNIS 90/DIE GRÜNEN",687
Punkt,"DIE LINKE",504
Politik,CDU/CSU,1604
Politik,SPD,1606
Politik,FDP,914
Politik,"BÜNDNIS 90/DIE GRÜNEN",806
Politik,"DIE LINKE",1099
zeigen,CDU/CSU,554
zeigen,SPD,411
zeigen,FDP,286
zeigen,"BÜNDNIS 90/DIE GRÜNEN",255
zeigen,"DIE LINKE",176
Debatte,CDU/CSU,1631
Debatte,SPD,1272
Debatte,FDP,603
Debatte,"BÜNDNIS 90/DIE GRÜNEN",653
Debatte,"DIE LINKE",442
bringen,CDU/CSU,1295
bringen,SPD,952
bringen,FDP,675
bringen,"BÜNDNIS 90/DIE GRÜNEN",484
bringen,"DIE LINKE",403
setzen,CDU/CSU,3652
setzen,SPD,3054
setzen,FDP,1816
setzen,"BÜNDNIS 90/DIE GRÜNEN",2009
setzen,"DIE LINKE",1721
Haus,CDU/CSU,3372
Haus,SPD,2767
Haus,FDP,1701
Haus,"BÜNDNIS 90/DIE GRÜNEN",1415
Haus,"DIE LINKE",1040
gehören,CDU/CSU,325
gehören,SPD,251
gehören,FDP,174
gehören,"BÜNDNIS 90/DIE GRÜNEN",121
gehören,"DIE LINKE",156
Million,CDU/CSU,1920
Million,SPD,1458
Million,FDP,756
Million,"BÜNDNIS 90/DIE GRÜNEN",671
Million,"DIE LINKE",1006
heißen,CDU/CSU,71
heißen,SPD,66
heißen,FDP,21
heißen,"BÜNDNIS 90/DIE GRÜNEN",48
heißen,"DIE LINKE",50
Stelle,CDU/CSU,1944
Stelle,SPD,1449
Stelle,FDP,1015
Stelle,"BÜNDNIS 90/DIE GRÜNEN",740
Stelle,"DIE LINKE",563
Bundestag,CDU/CSU,1531
Bundestag,SPD,1754
Bundestag,FDP,855
Bundestag,"BÜNDNIS 90/DIE GRÜNEN",756
Bundestag,"DIE LINKE",748
Europa,CDU/CSU,1825
Europa,SPD,1532
Europa,FDP,692
Europa,"BÜNDNIS 90/DIE GRÜNEN",750
Europa,"DIE LINKE",597
Arbeit,CDU/CSU,5672
Arbeit,SPD,4558
Arbeit,FDP,2628
Arbeit,"BÜNDNIS 90/DIE GRÜNEN",1704
Arbeit,"DIE LINKE",2711
reden,CDU/CSU,1052
reden,SPD,1094
reden,FDP,468
reden,"BÜNDNIS 90/DIE GRÜNEN",637
reden,"DIE LINKE",475
gelten,CDU/CSU,480
gelten,SPD,342
gelten,FDP,218
gelten,"BÜNDNIS 90/DIE GRÜNEN",216
gelten,"DIE LINKE",238
Ziel,CDU/CSU,2092
Ziel,SPD,1146
Ziel,FDP,1006
Ziel,"BÜNDNIS 90/DIE GRÜNEN",719
Ziel,"DIE LINKE",508
Gesetz,CDU/CSU,3607
Gesetz,SPD,3323
Gesetz,FDP,1763
Gesetz,"BÜNDNIS 90/DIE GRÜNEN",1836
Gesetz,"DIE LINKE",1792
fordern,CDU/CSU,876
fordern,SPD,822
fordern,FDP,508
fordern,"BÜNDNIS 90/DIE GRÜNEN",551
fordern,"DIE LINKE",621
Recht,CDU/CSU,3130
Recht,SPD,2218
Recht,FDP,1564
Recht,"BÜNDNIS 90/DIE GRÜNEN",1667
Recht,"DIE LINKE",1423
Grund,CDU/CSU,3115
Grund,SPD,1943
Grund,FDP,1251
Grund,"BÜNDNIS 90/DIE GRÜNEN",1267
Grund,"DIE LINKE",1263
möglich,CDU/CSU,2806
möglich,SPD,1924
möglich,FDP,1341
möglich,"BÜNDNIS 90/DIE GRÜNEN",1086
möglich,"DIE LINKE",1010
Milliarde,CDU/CSU,1552
Milliarde,SPD,1515
Milliarde,FDP,801
Milliarde,"BÜNDNIS 90/DIE GRÜNEN",822
Milliarde,"DIE LINKE",1028
Zahl,CDU/CSU,1536
Zahl,SPD,1054
Zahl,FDP,706
Zahl,"BÜNDNIS 90/DIE GRÜNEN",598
Zahl,"DIE LINKE",686
fragen,CDU/CSU,666
fragen,SPD,642
fragen,FDP,322
fragen,"BÜNDNIS 90/DIE GRÜNEN",468
fragen,"DIE LINKE",345
Gesetzentwurf,CDU/CSU,1175
Gesetzentwurf,SPD,1180
Gesetzentwurf,FDP,565
Gesetzentwurf,"BÜNDNIS 90/DIE GRÜNEN",761
Gesetzentwurf,"DIE LINKE",750
erreichen,CDU/CSU,807
erreichen,SPD,456
erreichen,FDP,366
erreichen,"BÜNDNIS 90/DIE GRÜNEN",292
erreichen,"DIE LINKE",236
Geld,CDU/CSU,1425
Geld,SPD,1428
Geld,FDP,840
Geld,"BÜNDNIS 90/DIE GRÜNEN",783
Geld,"DIE LINKE",1113
Entwicklung,CDU/CSU,2106
Entwicklung,SPD,1369
Entwicklung,FDP,945
Entwicklung,"BÜNDNIS 90/DIE GRÜNEN",647
Entwicklung,"DIE LINKE",737
politisch,CDU/CSU,2469
politisch,SPD,2000
politisch,FDP,1227
politisch,"BÜNDNIS 90/DIE GRÜNEN",1197
politisch,"DIE LINKE",1021
notwendig,CDU/CSU,1286
notwendig,SPD,997
notwendig,FDP,517
notwendig,"BÜNDNIS 90/DIE GRÜNEN",554
notwendig,"DIE LINKE",428
denken,CDU/CSU,785
denken,SPD,609
denken,FDP,469
denken,"BÜNDNIS 90/DIE GRÜNEN",364
denken,"DIE LINKE",396
sozial,CDU/CSU,1626
sozial,SPD,1375
sozial,FDP,783
sozial,"BÜNDNIS 90/DIE GRÜNEN",707
sozial,"DIE LINKE",1234
Staat,CDU/CSU,2775
Staat,SPD,2230
Staat,FDP,1221
Staat,"BÜNDNIS 90/DIE GRÜNEN",1245
Staat,"DIE LINKE",1274
Kind,CDU/CSU,2695
Kind,SPD,2139
Kind,FDP,1135
Kind,"BÜNDNIS 90/DIE GRÜNEN",1099
Kind,"DIE LINKE",1344
Situation,CDU/CSU,1054
Situation,SPD,854
Situation,FDP,584
Situation,"BÜNDNIS 90/DIE GRÜNEN",392
Situation,"DIE LINKE",478
Verantwortung,CDU/CSU,1378
Verantwortung,SPD,842
Verantwortung,FDP,699
Verantwortung,"BÜNDNIS 90/DIE GRÜNEN",432
Verantwortung,"DIE LINKE",349
Zukunft,CDU/CSU,1742
Zukunft,SPD,1006
Zukunft,FDP,671
Zukunft,"BÜNDNIS 90/DIE GRÜNEN",555
Zukunft,"DIE LINKE",424
Entscheidung,CDU/CSU,1208
Entscheidung,SPD,755
Entscheidung,FDP,535
Entscheidung,"BÜNDNIS 90/DIE GRÜNEN",459
Entscheidung,"DIE LINKE",351
Rede,CDU/CSU,1079
Rede,SPD,1200
Rede,FDP,542
Rede,"BÜNDNIS 90/DIE GRÜNEN",568
Rede,"DIE LINKE",415
Vorschlag,CDU/CSU,500
Vorschlag,SPD,577
Vorschlag,FDP,255
Vorschlag,"BÜNDNIS 90/DIE GRÜNEN",364
Vorschlag,"DIE LINKE",272
bekommen,CDU/CSU,806
bekommen,SPD,932
bekommen,FDP,448
bekommen,"BÜNDNIS 90/DIE GRÜNEN",489
bekommen,"DIE LINKE",506
Teil,CDU/CSU,1557
Teil,SPD,1333
Teil,FDP,795
Teil,"BÜNDNIS 90/DIE GRÜNEN",704
Teil,"DIE LINKE",682
falsch,CDU/CSU,922
falsch,SPD,775
falsch,FDP,544
falsch,"BÜNDNIS 90/DIE GRÜNEN",535
falsch,"DIE LINKE",461
leisten,CDU/CSU,963
leisten,SPD,569
leisten,FDP,420
leisten,"BÜNDNIS 90/DIE GRÜNEN",293
leisten,"DIE LINKE",347
stark,CDU/CSU,698
stark,SPD,479
stark,FDP,331
stark,"BÜNDNIS 90/DIE GRÜNEN",285
stark,"DIE LINKE",214
hören,CDU/CSU,828
hören,SPD,800
hören,FDP,430
hören,"BÜNDNIS 90/DIE GRÜNEN",407
hören,"DIE LINKE",457
Tag,CDU/CSU,1368
Tag,SPD,1151
Tag,FDP,515
Tag,"BÜNDNIS 90/DIE GRÜNEN",632
Tag,"DIE LINKE",569
Aufgabe,CDU/CSU,1300
Aufgabe,SPD,823
Aufgabe,FDP,538
Aufgabe,"BÜNDNIS 90/DIE GRÜNEN",435
Aufgabe,"DIE LINKE",326
stimmen,CDU/CSU,667
stimmen,SPD,708
stimmen,FDP,332
stimmen,"BÜNDNIS 90/DIE GRÜNEN",507
stimmen,"DIE LINKE",480
nennen,CDU/CSU,395
nennen,SPD,417
nennen,FDP,182
nennen,"BÜNDNIS 90/DIE GRÜNEN",223
nennen,"DIE LINKE",234
diskutieren,CDU/CSU,708
diskutieren,SPD,496
diskutieren,FDP,249
diskutieren,"BÜNDNIS 90/DIE GRÜNEN",264
diskutieren,"DIE LINKE",181
Haushalt,CDU/CSU,2019
Haushalt,SPD,1665
Haushalt,FDP,1061
Haushalt,"BÜNDNIS 90/DIE GRÜNEN",841
Haushalt,"DIE LINKE",647
Maßnahme,CDU/CSU,1301
Maßnahme,SPD,830
Maßnahme,FDP,530
Maßnahme,"BÜNDNIS 90/DIE GRÜNEN",520
Maßnahme,"DIE LINKE",389
Mittel,CDU/CSU,1554
Mittel,SPD,1406
Mittel,FDP,751
Mittel,"BÜNDNIS 90/DIE GRÜNEN",644
Mittel,"DIE LINKE",627
unterstützen,CDU/CSU,654
unterstützen,SPD,491
unterstützen,FDP,339
unterstützen,"BÜNDNIS 90/DIE GRÜNEN",264
unterstützen,"DIE LINKE",290
Rahmen,CDU/CSU,1319
Rahmen,SPD,817
Rahmen,FDP,633
Rahmen,"BÜNDNIS 90/DIE GRÜNEN",464
Rahmen,"DIE LINKE",355
Ergebnis,CDU/CSU,1056
Ergebnis,SPD,746
Ergebnis,FDP,501
Ergebnis,"BÜNDNIS 90/DIE GRÜNEN",351
Ergebnis,"DIE LINKE",356
beschließen,CDU/CSU,189
beschließen,SPD,137
beschließen,FDP,59
beschließen,"BÜNDNIS 90/DIE GRÜNEN",70
beschließen,"DIE LINKE",95
Union,CDU/CSU,1318
Union,SPD,1041
Union,FDP,364
Union,"BÜNDNIS 90/DIE GRÜNEN",566
Union,"DIE LINKE",439
zweit,CDU/CSU,725
zweit,SPD,632
zweit,FDP,316
zweit,"BÜNDNIS 90/DIE GRÜNEN",367
zweit,"DIE LINKE",349
handeln,CDU/CSU,530
handeln,SPD,478
handeln,FDP,232
handeln,"BÜNDNIS 90/DIE GRÜNEN",274
handeln,"DIE LINKE",216
Parlament,CDU/CSU,1245
Parlament,SPD,1327
Parlament,FDP,552
Parlament,"BÜNDNIS 90/DIE GRÜNEN",641
Parlament,"DIE LINKE",559
BÜNDNISSES,CDU/CSU,1
BÜNDNISSES,SPD,0
BÜNDNISSES,FDP,0
BÜNDNISSES,"BÜNDNIS 90/DIE GRÜNEN",0
BÜNDNISSES,"DIE LINKE",0
international,CDU/CSU,1083
international,SPD,866
international,FDP,465
international,"BÜNDNIS 90/DIE GRÜNEN",465
international,"DIE LINKE",311
Bürger,CDU/CSU,1939
Bürger,SPD,1453
Bürger,FDP,1054
Bürger,"BÜNDNIS 90/DIE GRÜNEN",1046
Bürger,"DIE LINKE",1212
Möglichkeit,CDU/CSU,1126
Möglichkeit,SPD,736
Möglichkeit,FDP,512
Möglichkeit,"BÜNDNIS 90/DIE GRÜNEN",413
Möglichkeit,"DIE LINKE",335
erhalten,CDU/CSU,1168
erhalten,SPD,851
erhalten,FDP,555
erhalten,"BÜNDNIS 90/DIE GRÜNEN",475
erhalten,"DIE LINKE",514
endlich,CDU/CSU,1113
endlich,SPD,1475
endlich,FDP,527
endlich,"BÜNDNIS 90/DIE GRÜNEN",1057
endlich,"DIE LINKE",1250
Woche,CDU/CSU,1022
Woche,SPD,934
Woche,FDP,383
Woche,"BÜNDNIS 90/DIE GRÜNEN",454
Woche,"DIE LINKE",445
Chance,CDU/CSU,907
Chance,SPD,796
Chance,FDP,467
Chance,"BÜNDNIS 90/DIE GRÜNEN",356
Chance,"DIE LINKE",279
Wirtschaft,CDU/CSU,1969
Wirtschaft,SPD,1184
Wirtschaft,FDP,813
Wirtschaft,"BÜNDNIS 90/DIE GRÜNEN",723
Wirtschaft,"DIE LINKE",696
öffentlich,CDU/CSU,966
öffentlich,SPD,903
öffentlich,FDP,437
öffentlich,"BÜNDNIS 90/DIE GRÜNEN",521
öffentlich,"DIE LINKE",789
Unternehmen,CDU/CSU,1455
Unternehmen,SPD,1029
Unternehmen,FDP,885
Unternehmen,"BÜNDNIS 90/DIE GRÜNEN",549
Unternehmen,"DIE LINKE",659
lang,CDU/CSU,2500
lang,SPD,2221
lang,FDP,1260
lang,"BÜNDNIS 90/DIE GRÜNEN",1364
lang,"DIE LINKE",1260
bestehen,CDU/CSU,578
bestehen,SPD,316
bestehen,FDP,287
bestehen,"BÜNDNIS 90/DIE GRÜNEN",202
bestehen,"DIE LINKE",191
nein,CDU/CSU,678
nein,SPD,584
nein,FDP,327
nein,"BÜNDNIS 90/DIE GRÜNEN",232
nein,"DIE LINKE",310
verstehen,CDU/CSU,296
verstehen,SPD,308
verstehen,FDP,167
verstehen,"BÜNDNIS 90/DIE GRÜNEN",169
verstehen,"DIE LINKE",112
Seite,CDU/CSU,1179
Seite,SPD,906
Seite,FDP,455
Seite,"BÜNDNIS 90/DIE GRÜNEN",416
Seite,"DIE LINKE",422
sorgen,CDU/CSU,685
sorgen,SPD,547
sorgen,FDP,418
sorgen,"BÜNDNIS 90/DIE GRÜNEN",267
sorgen,"DIE LINKE",214
herzlich,CDU/CSU,439
herzlich,SPD,200
herzlich,FDP,181
herzlich,"BÜNDNIS 90/DIE GRÜNEN",66
herzlich,"DIE LINKE",45
Interesse,CDU/CSU,1116
Interesse,SPD,699
Interesse,FDP,545
Interesse,"BÜNDNIS 90/DIE GRÜNEN",435
Interesse,"DIE LINKE",494
arbeiten,CDU/CSU,1098
arbeiten,SPD,815
arbeiten,FDP,606
arbeiten,"BÜNDNIS 90/DIE GRÜNEN",345
arbeiten,"DIE LINKE",438
Regelung,CDU/CSU,1183
Regelung,SPD,941
Regelung,FDP,457
Regelung,"BÜNDNIS 90/DIE GRÜNEN",520
Regelung,"DIE LINKE",427
EU,CDU/CSU,1456
EU,SPD,964
EU,FDP,684
EU,"BÜNDNIS 90/DIE GRÜNEN",961
EU,"DIE LINKE",997
bitten,CDU/CSU,106
bitten,SPD,104
bitten,FDP,40
bitten,"BÜNDNIS 90/DIE GRÜNEN",50
bitten,"DIE LINKE",55
tragen,CDU/CSU,1771
tragen,SPD,1201
tragen,FDP,811
tragen,"BÜNDNIS 90/DIE GRÜNEN",669
tragen,"DIE LINKE",613
Ausschuß,CDU/CSU,0
Ausschuß,SPD,0
Ausschuß,FDP,0
Ausschuß,"BÜNDNIS 90/DIE GRÜNEN",0
Ausschuß,"DIE LINKE",0
treffen,CDU/CSU,587
treffen,SPD,421
treffen,FDP,235
treffen,"BÜNDNIS 90/DIE GRÜNEN",237
treffen,"DIE LINKE",198
Bund,CDU/CSU,10396
Bund,SPD,10445
Bund,FDP,5223
Bund,"BÜNDNIS 90/DIE GRÜNEN",6067
Bund,"DIE LINKE",6004
Ding,CDU/CSU,912
Ding,SPD,776
Ding,FDP,382
Ding,"BÜNDNIS 90/DIE GRÜNEN",241
Ding,"DIE LINKE",275
vorlegen,CDU/CSU,173
vorlegen,SPD,197
vorlegen,FDP,98
vorlegen,"BÜNDNIS 90/DIE GRÜNEN",107
vorlegen,"DIE LINKE",64
Welt,CDU/CSU,1532
Welt,SPD,816
Welt,FDP,580
Welt,"BÜNDNIS 90/DIE GRÜNEN",445
Welt,"DIE LINKE",557
helfen,CDU/CSU,528
helfen,SPD,329
helfen,FDP,210
helfen,"BÜNDNIS 90/DIE GRÜNEN",178
helfen,"DIE LINKE",145
entscheiden,CDU/CSU,1020
entscheiden,SPD,648
entscheiden,FDP,443
entscheiden,"BÜNDNIS 90/DIE GRÜNEN",380
entscheiden,"DIE LINKE",321
Zusammenhang,CDU/CSU,788
Zusammenhang,SPD,533
Zusammenhang,FDP,314
Zusammenhang,"BÜNDNIS 90/DIE GRÜNEN",292
Zusammenhang,"DIE LINKE",266
Beitrag,CDU/CSU,1045
Beitrag,SPD,539
Beitrag,FDP,463
Beitrag,"BÜNDNIS 90/DIE GRÜNEN",242
Beitrag,"DIE LINKE",288
Präsidentin,CDU/CSU,895
Präsidentin,SPD,699
Präsidentin,FDP,496
Präsidentin,"BÜNDNIS 90/DIE GRÜNEN",458
Präsidentin,"DIE LINKE",481
Antwort,CDU/CSU,439
Antwort,SPD,800
Antwort,FDP,229
Antwort,"BÜNDNIS 90/DIE GRÜNEN",460
Antwort,"DIE LINKE",389
mal,CDU/CSU,7749
mal,SPD,6974
mal,FDP,3891
mal,"BÜNDNIS 90/DIE GRÜNEN",3706
mal,"DIE LINKE",3836
erklären,CDU/CSU,273
erklären,SPD,355
erklären,FDP,179
erklären,"BÜNDNIS 90/DIE GRÜNEN",224
erklären,"DIE LINKE",247
ansprechen,CDU/CSU,181
ansprechen,SPD,170
ansprechen,FDP,75
ansprechen,"BÜNDNIS 90/DIE GRÜNEN",64
ansprechen,"DIE LINKE",51
Gesellschaft,CDU/CSU,969
Gesellschaft,SPD,723
Gesellschaft,FDP,488
Gesellschaft,"BÜNDNIS 90/DIE GRÜNEN",374
Gesellschaft,"DIE LINKE",378
wirtschaftlich,CDU/CSU,1076
wirtschaftlich,SPD,659
wirtschaftlich,FDP,544
wirtschaftlich,"BÜNDNIS 90/DIE GRÜNEN",365
wirtschaftlich,"DIE LINKE",419
gerne,CDU/CSU,658
gerne,SPD,569
gerne,FDP,392
gerne,"BÜNDNIS 90/DIE GRÜNEN",317
gerne,"DIE LINKE",296
Beratung,CDU/CSU,572
Beratung,SPD,445
Beratung,FDP,275
Beratung,"BÜNDNIS 90/DIE GRÜNEN",221
Beratung,"DIE LINKE",218
Diskussion,CDU/CSU,1027
Diskussion,SPD,641
Diskussion,FDP,432
Diskussion,"BÜNDNIS 90/DIE GRÜNEN",245
Diskussion,"DIE LINKE",167
bedeuten,CDU/CSU,243
bedeuten,SPD,149
bedeuten,FDP,96
bedeuten,"BÜNDNIS 90/DIE GRÜNEN",93
bedeuten,"DIE LINKE",68
bitte,CDU/CSU,786
bitte,SPD,726
bitte,FDP,336
bitte,"BÜNDNIS 90/DIE GRÜNEN",367
bitte,"DIE LINKE",398
Monat,CDU/CSU,812
Monat,SPD,848
Monat,FDP,323
Monat,"BÜNDNIS 90/DIE GRÜNEN",397
Monat,"DIE LINKE",410
Programm,CDU/CSU,784
Programm,SPD,715
Programm,FDP,368
Programm,"BÜNDNIS 90/DIE GRÜNEN",348
Programm,"DIE LINKE",268
einsetzen,CDU/CSU,206
einsetzen,SPD,168
einsetzen,FDP,103
